VOYAGEID,ARRPORT,CAPTAINA,CREW1,CREW2,D1SLATRA,D1SLATRB,D1SLATRC,DATARR32,DATARR33,DATARR34,DATEDEP,DATEDEPA,DATEDEPAM,DATEDEPB,DATEDEPC,DATEEND,DATELAND1,DATELAND2,DEPTREGIMP,DEPTREGIMP1,DLSLATRA,DLSLATRB,DLSLATRC,EMBPORT,EMBPORT2,EMBREG,EMBREG2,EVGREEN,FATE,FATE2,FATE3,FATE4,MAJBUYPT,MAJBYIMP,MAJBYIMP1,MAJSELPT,MJBYPTIMP,MJSELIMP,MJSELIMP1,MJSLPTIMP,NATINIMP,NATIONAL,OWNERA,OWNERB,OWNERC,PLAC1TRA,PLAC2TRA,PLAC3TRA,PLACCONS,PLACREG,PORTDEP,PORTRET,PTDEPIMP,REGARR,REGARR2,REGDIS1,REGDIS2,REGDIS3,REGEM1,RIG,SAILD1,SAILD2,SAILD3,SAILD4,SAILD5,SHIPNAME,SLA1PORT,SLAARRIV,SLADAFRI,SLADAMER,SLADVOY,SLAMIMP,SLAS32,SLAXIMP,SLINTEN2,SLINTEND,SOURCEA,SOURCEB,SOURCEC,SOURCED,SOURCEE,SOURCEF,SOURCEG,SOURCEH,TSLAVESD,TSLAVESP,TSLMTIMP,VOY1IMP,VOY2IMP,VOYAGE,VYMRTIMP,VYMRTRAT,XMIMPFLAG,YEAR5,YEAR10,YEAR25,YEAR100,YEARAF,YEARAM,YEARDEP,YRCONS,YRREG,filter_$
691,,"Gonzaga, Antônio Luís",,,,,,16,10,1827,1827-06-06,6,,6,1827,,1827-10-16,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60725,60700,60000,50422,60725,50400,50000,50422,6,,,,,60725,,,,,50422,,50422,,,50400,,,60700,2,,,,,,Estrela do Mar,50422,223,,,2,223,,225,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/105",Florentino,"DRJ,07/06/1827",,,,225,,225,132,34,34,2,0.01,25,66,33,14,1800,1827,1827,1827,,,0
692,,"Carneiro, Francisco Luís",,,,,,28,10,1827,1827-06-28,28,,6,1827,,1827-10-28,,50400,50000,,,,60711,60703,60700,60700,TRUE,1,1,14,1,60725,60700,60000,50422,60725,50400,50000,50422,6,,"Porto, Antônio Alves da Silva",,,60725,,,,,50422,,50422,,,50400,,,60700,2,,,,,,Arsênia,50422,270,,,2,270,,272,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/105",Florentino,"DRJ,02/07/1827",,,,272,,272,122,35,35,2,0.01,25,66,33,14,1800,1827,1827,1827,,,0
693,,"Santos, Manoel Pereira dos",16,,,,,28,10,1827,1827-03-23,23,,3,1827,,1827-10-28,,50200,50000,,,,60711,,60700,,TRUE,1,1,14,1,60703,60700,60000,50422,60703,50400,50000,50422,6,5,"Gomes Neto, João",,,60703,,,,,50299,,50299,,,50400,,,60700,7,,,,,,Veloz,50422,211,,,50,211,,261,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/105",Florentino,"AHMS, 27.7, p. 16",,,,261,,261,219,36,36,50,0.19,40,66,33,14,1800,1827,1827,1827,,,0
694,50422,"Oliveira, Antônio de (Neto)",,,16,4,1827,1,11,1827,1827-02-19,19,,2,1827,,1827-11-01,,50400,50000,16,6,1827,60707,,60700,,TRUE,1,1,14,1,60703,60700,60000,50422,60703,50400,50000,50422,6,,"Ferreira, João Antônio",,,60703,,,,,50422,,50422,50400,,50400,,,60700,40,,,,,,Desengano Feliz,50422,511,,,34,511,,545,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/105","AHNA, cod. 7182",Florentino,"AHNA, Códice E-20-1 (Benguela)","Espelho, 20/02/1827",,545,,545,255,138,30,34,0.06,82,66,33,14,1800,1827,1827,1827,,,0
695,,"Paiva, José Martins de",,,,,,1,11,1827,,,,,,,1827-11-01,,50400,50000,,,,60703,,60700,,TRUE,1,1,14,1,60703,60700,60000,50422,60703,50400,50000,50422,6,,"Rêgo, Lourenço Antônio do",,,60703,,,,,50422,,50422,,,50400,,,60700,40,,,,,,Cotia,50422,302,,,3,302,,305,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/105","AHNA, cod. 7182",Florentino,,,,305,,305,,28,28,3,0.01,82,66,33,14,1800,1827,1827,1827,,,0
696,,"Cardoso, Estevão José",,,,,,9,11,1827,1827-03-13,13,,3,1827,,1827-11-09,,50400,50000,,,,60703,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Oliveira, Manoel Francisco de",,,60711,,,,,50422,,50422,,,50400,,,60700,40,,,,,,Rainúnculo,50422,377,,,5,377,,382,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/106",Florentino,"DRJ,14/03/1827",,,,382,,382,241,40,40,5,0.01,82,66,33,14,1800,1827,1827,1827,,,0
697,,"Viana, Pedro José Correa",,,,,,14,11,1827,1827-01-02,2,,1,1827,,1827-11-14,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Oliveira, Manoel Francisco de",,,60711,,,,,50422,,50422,,,50400,,,60700,40,,,,,,Ulisses,50422,450,,,,450,,480,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/106",Florentino,"Espelho, 03/01/1827",,,,,,,316,32,32,,,82,66,33,14,1800,1827,1827,1827,,,0
698,50422,"Martins, Diogo Cândido",,,,,1827,20,11,1827,,,,,,,1827-11-20,,50300,50000,,,1827,60734,,60700,,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,,"Santos, Joaquim Ferreira dos",,,60734,,,,,50399,,50399,50400,,50400,,,60700,25,,,,,,Feliz Eugênia,50422,687,,,33,687,,720,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/106",Florentino,"AHNA, Códice D-1-5",,,,720,,720,,40,40,33,0.05,160,66,33,14,1800,1827,1827,1827,,,0
699,,"Silva, José Leite da",,,,,,26,11,1827,1827-01-29,29,,1,1827,,1827-11-26,,50400,50000,,,,60711,60717,60700,60700,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,,,,60711,,,,,50422,,50422,,,50400,,,60700,25,,,,,,Trinta de Março,50422,420,,,28,420,,448,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/106",Florentino,"Espelho, 30/01/1827",,,,448,,448,301,27,27,28,0.06,160,66,33,14,1800,1827,1827,1827,,,0
700,,"Viana, Joaquim",,,,,,6,12,1827,,,,,,,1827-12-06,,50400,50000,,,,,,,,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,,"Santos, Joaquim Ferreira dos",,,60734,,,,,,,50499,,,50400,,,60700,,,,,,,Primoroso Divino,50422,436,,,4,436,,440,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/106",Florentino,,,,,440,,440,,39,39,4,0.01,118,66,33,14,1800,1827,1827,1827,,,0
701,,"Medeiros, Francisco Antônio de",,,,,,10,12,1827,,,,,,,1827-12-10,,50400,50000,,,,,,,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Medeiros, Antônio José de","Nepomuceno, Simplício da Silveira",,60711,,,,,,,50499,,,50400,,,60700,25,,,,,,Maria Justina,50422,562,,,8,562,,570,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/106",Florentino,,,,,570,,570,,34,34,8,0.01,160,66,33,14,1800,1827,1827,1827,,,0
702,,"Maria, Luís José",,,,,,10,12,1827,,,,,,,1827-12-10,,50400,50000,,,,,,,,TRUE,1,1,14,1,60717,60700,60000,50422,60717,50400,50000,50422,6,,"Martins, Diogo Cândido",,,60717,,,,,,,50499,,,50400,,,60700,7,,,,,,Novo Atalante,50422,193,,,2,193,,195,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/106",Florentino,,,,,195,,195,,48,48,2,0.01,40,66,33,14,1800,1827,1827,1827,,,0
703,50299,"Silva, Manoel Rodrigues da",19,,,,,10,12,1827,1826-09-06,6,,9,1826,,1827-12-10,,50200,50000,,,,60725,,60700,,TRUE,49,1,14,1,60717,60700,60000,50422,60717,50400,50000,50422,6,5,"Oliveira, Joaquim José de","Lopes, Manoel Domingues",,60717,,,,,50299,,50299,50200,,50400,,,60700,7,,,,,,S Efigênia,50422,197,,,4,197,,201,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/106",Florentino,"APEB, mç 3176","AHMS, 27.7, p. 4",,,201,,201,460,36,36,4,0.02,40,66,33,14,1800,1827,1827,1826,,,0
704,,"Oliveira, Antônio Joaquim de",,,,,,14,12,1827,1827-03-20,20,,3,1827,,1827-12-14,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Rocha, Joaquim José da",,,60711,,,,,50422,,50422,,,50400,,,60700,40,,,,,,Ligeiro,50422,354,,,6,354,,360,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/106",Florentino,"Espelho, 21/03/1827",,,,360,,360,269,30,30,6,0.02,82,66,33,14,1800,1827,1827,1827,,,0
705,,"Barros, Manoel José de",,,,,,14,12,1827,,,,,,,1827-12-14,,50400,50000,,,,,,,,TRUE,1,1,14,1,60703,60700,60000,50422,60703,50400,50000,50422,6,,"Ferreira, João Antônio",,,60703,,,,,,,50499,,,50400,,,60700,1,,,,,,Carolina,50422,266,,,4,266,,270,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","FO84/71,Hesketh,27.01.10","IUP,ST,12/B/106",Florentino,,,,270,,270,,27,27,4,0.01,20,66,33,14,1800,1827,1827,1827,,,0
706,,"Pestana, Henrique José",,,,,,17,12,1827,1827-06-06,6,,6,1827,,1827-12-17,,50400,50000,,,,60707,,60700,,TRUE,1,1,14,1,60707,60700,60000,50422,60707,50400,50000,50422,6,,"Ferreira, João Antônio",,,60707,,,,,50422,,50422,,,50400,,,60700,40,,,,,,Maria,50422,360,,,15,360,,375,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/106",Florentino,"DRJ,07/06/1827",,,,375,,375,194,37,37,15,0.04,82,66,33,14,1800,1827,1827,1827,,,0
707,,"Regadas, Luís de Queiróz Monteiro",,,,,,18,12,1827,,,,,,,1827-12-18,,50400,50000,,,,,,,,TRUE,1,1,14,1,60703,60700,60000,50422,60703,50400,50000,50422,6,,"Santos, Joaquim Ferreira dos",,,60703,,,,,,,50499,,,50400,,,60700,5,,,,,,Velha de Deus,50422,230,,,,230,,230,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/106",Florentino,,,,,230,,230,,28,28,0,0,38,66,33,14,1800,1827,1827,1827,,,0
708,,"Rabelo, Vicente Ferreira",,,,,,21,12,1827,1827-08-13,13,,8,1827,,1827-12-21,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Cunha, Geraldo José da*",,,60711,,,,,50422,,50422,,,50400,,,60700,49,,,,,,Josefina,50422,146,,,,146,,146,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/106",Florentino,"Espelho, 14/08/1827",,,,146,,146,130,42,42,0,0,89,66,33,14,1800,1827,1827,1827,,,0
709,50422,"Guimarães, Francisco José Gomes",,,,,,22,12,1827,,,,,,,1827-12-22,,50400,50000,,,,60707,,60700,,TRUE,1,1,14,1,60707,60700,60000,50422,60707,50400,50000,50422,6,,"Ferreira, João Antônio",,,60707,,,,,,,50499,50400,,50400,,,60700,40,,,,,,Trajano,50422,452,,,2,452,,454,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/106","AHNA, cod. 7182",Florentino,,,,454,,454,,37,37,2,0,82,66,33,14,1800,1827,1827,1827,,,0
710,,"Fontes, Joaquim Maria Pereira",,,,,,28,12,1827,1826-11-10,10,,11,1826,,1827-12-28,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Gomes, Miguel Ferreira",,,60711,,,,,50422,,50422,,,50400,,,60700,40,,,,,,Esperança,50422,414,,,69,414,,483,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/106",Florentino,"DRJ,11/11/1826",,,,483,,483,413,56,56,69,0.14,82,66,33,14,1800,1827,1827,1826,,,0
711,,"Castro, João Guilherme de",,,,8,1827,29,12,1827,1827-04-10,10,,4,1827,,1827-12-29,,50400,50000,14,11,1827,60820,,60800,,TRUE,1,1,14,1,60807,60800,60000,50422,60807,50400,50000,50422,6,,"Santos, Francisco José dos",,,60807,,,,,50422,,50422,,,50400,,,60800,25,,,,,,Indústria,50422,657,,,8,657,,665,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/106",Florentino,"DRJ,11/04/1827",CapelaNotes,"AHU,Moçambique,Cx 210 No 67",,665,,665,263,45,48,8,0.01,160,66,33,14,1800,1827,1827,1827,,,0
712,,"Braga, Antônio Manoel de Azevedo",,,,,,31,12,1827,1827-03-01,1,,3,1827,,1827-12-31,,50400,50000,,,,60703,,60700,,TRUE,1,1,14,1,60703,60700,60000,50422,60703,50400,50000,50422,6,,"Pinto, Manoel Guedes",,,60703,,,,,50422,,50422,,,50400,,,60700,40,,,,,,General Rêgo,50422,385,,,6,385,,391,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/107",Florentino,"DRJ,02/03/1827",,,,391,,391,305,30,30,6,0.02,82,66,33,14,1800,1827,1827,1827,,,0
713,,"Sales, Joaquim de",,,,,,1,1,1828,1827-05-08,8,,5,1827,,1828-01-01,,50400,50000,,,,60822,,60800,,TRUE,1,1,14,1,60822,60800,60000,50422,60822,50400,50000,50422,6,,"Santos, Francisco José dos",,,60822,,,,,50422,,50422,,,50400,,,60800,40,,,,,,Vinte e Oito de Março,50422,490,,,14,490,,504,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/107",Florentino,"DRJ,09/04/1827",,,,504,,504,238,70,70,14,0.03,82,66,33,14,1800,1828,1828,1827,,,0
714,,"Mendonça, José Francisco de",,,,,,3,1,1828,1827-06-06,6,,6,1827,,1828-01-03,,50400,50000,,,,60703,60717,60700,60700,TRUE,1,1,14,1,60717,60700,60000,50422,60717,50400,50000,50422,6,,"Silva, José Antônio de Oliveira e",,,60717,,,,,50422,,50422,,,50400,,,60700,62,,,,,,Feliz União,50422,351,,,,351,,351,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/107",Florentino,"DRJ,07/06/1827",,,,351,,351,211,26,26,0,0,118,66,33,14,1800,1828,1828,1827,,,0
715,50422,"Caldas, Francisco Elesbão Correa",,,20,8,1827,5,1,1828,,,,,,,1828-01-05,,50400,50000,,,,60707,,60700,,TRUE,1,1,14,1,60707,60700,60000,50422,60707,50400,50000,50422,6,,"Rocha, Joaquim José da",,,60707,,,,,50422,,50422,50400,,50400,,,60700,40,,,,,,Economia,50422,350,,,21,350,,371,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/107","AHNA, cod. 7182",Florentino,"AHNA, Códice E-20-1 (Benguela)",,,371,,371,,32,32,21,0.06,82,66,33,14,1800,1828,1828,1827,,,0
716,,"Rosa, João Luís da",,,,,,7,1,1828,1827-02-19,19,,2,1827,,1828-01-07,,50400,50000,,,,60711,,60700,,TRUE,76,1,10,3,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Santos, Joaquim Ferreira dos",,,60711,,,,,50422,,50422,,,50400,,,60700,40,,,,,,Tejo,50422,95,,,4,420,,424,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/107",Florentino,"Espelho, 20/02/1827",,,,424,,424,322,74,74,4,0.01,82,66,33,14,1800,1828,1828,1827,,,0
717,,"Rodrigues, Francisco de Paula",,,,,,8,1,1828,1827-03-16,16,,3,1827,,1828-01-08,,50400,50000,3,11,1827,60820,,60800,,TRUE,1,1,14,1,60820,60800,60000,50422,60820,50400,50000,50422,6,,"Alves, Joaquim Antônio",,,60820,,,,,50422,,50422,,,50400,,,60800,25,,,,,,Sete de Março,50422,517,,,87,517,,604,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/107",Florentino,"DRJ,17/03/1827",CapelaNotes,"AHU,Moçambique,Cx 212 No 114 & 115",,604,,604,298,66,62,87,0.14,160,66,33,14,1800,1827,1828,1827,,,0
718,,"Santos, Graciano dos",,,,,,10,1,1828,1827-03-13,13,,3,1827,,1828-01-10,,50400,50000,,,,60799,,60700,,TRUE,1,1,14,1,60717,60700,60000,50422,60717,50400,50000,50422,6,,"Lobo, José Geraldo Soares",,,60717,,,,,50422,,50422,,,50400,,,60700,2,,,,,,Torquato,50422,254,,,,254,,254,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/107",Florentino,"DRJ,14/03/1827",,,,254,,254,303,31,31,0,0,25,66,33,14,1800,1828,1828,1827,,,0
719,,"Monteiro, Alexandre Correa Cardoso",,,,,,10,1,1828,1827-05-19,19,,5,1827,,1828-01-10,,50400,50000,,,,60822,60820,60800,60800,TRUE,1,1,14,1,60822,60800,60000,50422,60822,50400,50000,50422,6,,"Oliveira, Manoel Francisco de",,,60822,,,,,50422,,50422,,,50400,,,60800,40,,,,,,Golfinho,50422,509,,,40,509,,549,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/107",Florentino,"DRJ,21/05/1827",,,,549,,549,236,53,53,40,0.07,82,66,33,14,1800,1828,1828,1827,,,0
720,,"Cera, Antônio José Ferreira",,,,,,17,1,1828,1827-06-06,6,,6,1827,,1828-01-17,,50400,50000,21,11,1827,60820,,60800,,TRUE,1,1,14,1,60820,60800,60000,50422,60820,50400,50000,50422,6,,"Barroso, Antônio Gomes",,,60820,,,,,50422,,50422,,,50400,,,60800,25,,,,,,Aníbal,50422,746,,,90,746,,836,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/107",Florentino,"DRJ,07/06/1827",CapelaNotes,"AHU,Moçambique,Cx 212 No 115",,836,,836,225,57,56,90,0.11,160,66,33,14,1800,1827,1828,1827,,,0
721,,"Bastos, Manoel Domingos",,,,,,17,1,1828,,,,,,,1828-01-17,,50400,50000,,,,,,,,TRUE,1,1,14,1,60703,60700,60000,50422,60703,50400,50000,50422,6,,"Porto, Antônio Alves da Silva",,,60703,,,,,,,50499,,,50400,,,60700,1,,,,,,Conde dos Arcos,50422,298,,,22,298,,320,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/107",Florentino,,,,,320,,320,,32,32,22,0.07,20,66,33,14,1800,1828,1828,1828,,,0
722,,"Campos, João José da Silva",,,,,,20,1,1828,1827-08-13,13,,8,1827,,1828-01-20,,50400,50000,,,,60820,,60800,,TRUE,1,1,14,1,60820,60800,60000,50422,60820,50400,50000,50422,6,,"Pedrosa, José Antônio*",,,60820,,,,,50422,,50422,,,50400,,,60800,25,,,,,,Flor de Moçambique,50422,612,,,32,612,,644,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/107",Florentino,"Espelho, 14/08/1827",CapelaNotes,"AHU,Moçambique,Cx 212 No 28",,644,,644,160,52,52,32,0.05,160,66,33,14,1800,1828,1828,1827,,,0
723,,"Santos, José Rodrigues dos",,,,,,24,1,1828,,,,,,,1828-01-24,,50400,50000,,,,,,,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Brandão, José Alexandre Pereira",,,60711,,,,,,,50499,,,50400,,,60700,1,,,,,,Nova Amazona,50422,382,,,14,382,,396,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/107",Florentino,,,,,396,,396,,38,38,14,0.04,20,66,33,14,1800,1828,1828,1828,,,0
724,,"Monteiro, Joaquim Inácio",,,,,,25,1,1828,1827-04-10,10,,4,1827,,1828-01-25,,50400,50000,,,,60799,,60700,,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,,"Ramos, Custódio Francisco",,,60734,,,,,50422,,50422,,,50400,,,60700,1,,,,,,Seis de Fevereiro,50422,361,,,14,361,,375,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/107",Florentino,"DRJ,11/04/1827",,,,375,,375,290,41,41,14,0.04,20,66,33,14,1800,1828,1828,1827,,,0
725,,"Mendonça, Francisco de Assis",,,,9,1827,28,1,1828,1827-07-05,5,,7,1827,,1828-01-28,,50400,50000,,,1828,60820,,60800,,TRUE,1,1,14,1,60822,60800,60000,50422,60822,50400,50000,50422,6,,"Ramos, Custódio Francisco","Mendonça, João Rodrigues Pereira de",,60820,60822,,,,50422,,50422,,,50400,,,60800,40,,,,,,Seis de Fevereiro,50422,413,,,17,413,,430,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/107",Florentino,"DRJ,07/07/1827",CapelaNotes,"AHU,Moçambique, Cx 212 No 114","AHU,Moçambique, Cx 213 No 56",430,,430,207,54,54,17,0.04,82,66,33,14,1800,1828,1828,1827,,,0
726,,"Carvalho, Francisco Cândido da Silva e",,,,,,29,1,1828,1827-05-05,5,,5,1827,,1828-01-29,,50400,50000,,,,60711,60703,60700,60700,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Bernardes, Pedro José",,,60711,,,,,50422,,50422,,,50400,,,60700,25,,,,,,Henriqueta,50422,389,,,12,389,,401,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/107",Florentino,"DRJ,07/05/1827",,,,401,,401,269,33,33,12,0.03,160,66,33,14,1800,1828,1828,1827,,,0
727,,"Santos, José dos",,,,,,30,1,1828,1827-03-13,13,,3,1827,,1828-01-30,,50400,50000,,,,60707,60734,60700,60700,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,,"Guimarães, José Antônio Ferreira",,,60734,,,,,50422,,50422,,,50400,,,60700,25,,,,,,Mercantil,50422,711,,,11,711,,722,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/107",Florentino,"DRJ,14/03/1827",,,,722,,722,323,26,26,11,0.02,160,66,33,14,1800,1828,1828,1827,,,0
728,,"Barbosa, Francisco Borges",,,,,,5,2,1828,,,,,,,1828-02-05,,50400,50000,,,,,,,,TRUE,1,1,14,1,60799,60700,60000,50422,60734,50400,50000,50422,6,,"Pinto, Antônio Clemente",,,60734,,,,,,,50499,,,50400,,,60700,23,,,,,,Volante,50422,246,,,8,246,,254,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/107",Florentino,,,,,254,,254,,33,33,8,0.03,59,66,33,14,1800,1828,1828,1828,,,0
729,,"Moraes, José de",,,,,,8,2,1828,1827-04-28,28,,4,1827,,1828-02-08,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Rêgo, Lourenço Antônio do",,,60711,,,,,50422,,50422,,,50400,,,60700,25,,,,,,Cometa,50422,549,,,18,549,,567,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/107",Florentino,"DRJ,30/04/1827",,,,567,,567,286,28,28,18,0.03,160,66,33,14,1800,1828,1828,1827,,,0
730,,"Ferreira, José Antônio",,,,,,18,2,1828,1827-09-07,7,,9,1827,,1828-02-18,,50400,50000,,,,60717,60711,60700,60700,TRUE,1,1,14,1,60725,60700,60000,50422,60725,50400,50000,50422,6,,"Ferreira, João Antônio",,,60725,,,,,50422,,50422,,,50400,,,60700,2,,,,,,Mercantil,50422,128,,,32,128,,160,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/107",Florentino,"DRJ,10/09/1827",,,,160,,160,164,30,30,32,0.2,25,66,33,14,1800,1828,1828,1827,,,0
731,,"Figueira, João Antônio",,,,,,23,2,1828,1827-04-10,10,,4,1827,,1828-02-23,,50400,50000,,,,60711,,60700,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Barroso, João Gomes",,,60711,,,,,50422,,50422,,,50400,,,60700,1,,,,,,Marquês de Pombal,50422,327,,,7,327,,334,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/107",Florentino,"DRJ,11/04/1827",,,,334,,334,319,32,32,7,0.02,20,66,33,14,1800,1828,1828,1827,,,0
732,,"Pereira, Jacinto Antônio",,,,,,25,2,1828,1827-07-20,20,,7,1827,,1828-02-25,,50200,50000,,,,,,,,TRUE,1,1,14,1,60711,60700,60000,50422,60711,50400,50000,50422,6,,"Sobrinho, Joaquim José da Rocha","Lima, José de Cerqueira",,60711,,,,,50299,,50299,,,50400,,,60700,2,,,,,,Ligeiro,50422,225,,,,225,,225,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/107","Verger,423",Florentino,,,,225,,225,220,26,26,0,0,25,66,33,14,1800,1828,1828,1827,,,0
733,50422,"Viana, João Miguel",,,14,10,1827,2,3,1828,1827-09-07,7,,9,1827,,1828-03-02,,50400,50000,5,2,1828,60707,,60700,,TRUE,1,1,14,1,60707,60700,60000,50422,60707,50400,50000,50422,6,,"Ferreira, João Antônio",,,60707,,,,,50422,,50422,50400,,50400,,,60700,2,,,,,,Leoa Africana,50422,400,,,11,400,,411,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/107","AHNA, cod. 7182",Florentino,"AHNA, Códice E-20-1 (Benguela)","DRJ,10/09/1827",,411,,411,177,26,32,11,0.03,25,66,33,14,1800,1828,1828,1827,,,0
734,,"Lima, Francisco José Esteves de",,,,10,1827,3,3,1828,,,,,,,1828-03-03,,50400,50000,,,,60822,,60800,,TRUE,1,1,14,1,60822,60800,60000,50422,60822,50400,50000,50422,6,,,,,60822,,,,,50422,,50422,,,50400,,,60800,1,,,,,,Hércules (a) Vulcano,50422,550,,,42,550,,592,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/107",Florentino,CapelaNotes,"AHU,Moçambique,Cx 211 No 99",,,592,,592,,58,58,42,0.07,20,66,33,14,1800,1828,1828,1827,,,0
735,,"Batalha, Luís Antônio",,,,,,4,3,1828,1827-07-05,5,,7,1827,,1828-03-04,,50400,50000,,,,60703,60717,60700,60700,TRUE,1,1,14,1,60703,60700,60000,50422,60703,50400,50000,50422,6,,"Ferreira, João Antônio",,,60703,,,,,50422,,50422,,,50400,,,60700,40,,,,,,Caçador,50422,521,,,,521,,555,,,"PP,1845,XLIX:593-633","Klein,Rio de Janeiro dataset 2","IUP,ST,12/B/107",Florentino,"DRJ,07/07/1827",,,,,,,243,32,32,,,82,66,33,14,1800,1828,1828,1827,,,0
